cell_id,orientations,mean_responses,sem_responses,fit_params,r_squared,osi
87,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.41285133 1.1982528  2.5892224  9.138248   8.704605   1.3571308
 2.8329115  1.268139   2.463234   0.97678316 0.19909212 2.3472886
 8.718593   5.202574   1.1298664  0.29876754 0.7755949  0.6259782 ]","[0.14673206 0.56061163 0.91654088 1.49301721 1.67840973 0.69237713
 1.63094041 0.50339134 0.96439357 0.33485319 0.06555087 0.61901304
 0.82453507 0.9793841  0.4179708  0.08213415 0.37033003 0.1663999 ]","{'amplitude': 18.148200514661113, 'preferred_orientation': 67.10873492564487, 'sigma': 13.63798239717664, 'offset': 1.0679411503874325}",0.9123390214236835,0.8094660450025414
90,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.0176873  1.3680532  1.805278   2.131183   8.644232   0.71637666
 1.3278621  0.37857082 1.4413794  0.54268885 0.50738037 2.7419415
 2.4274757  4.7848644  1.187841   0.5868481  0.7191733  0.9760464 ]","[0.41947726 0.46098073 0.87660345 0.32403922 0.74572628 0.18506683
 0.70684142 0.12553526 1.12502229 0.20355326 0.22843657 1.12599866
 0.69477853 0.62437926 0.33564364 0.2947437  0.25694223 0.43955745]","{'amplitude': 37.239598640940386, 'preferred_orientation': 72.05207886382657, 'sigma': 5.1350276735358875, 'offset': 1.0940799010490774}",0.8144109600229781,0.8948402489062527
93,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.3407632  0.20033008 0.47608173 0.4057138  0.2022993  0.21831128
 1.4650118  0.23812658 0.24821411 0.31552184 0.32285982 0.27206933
 0.23162715 0.21192169 1.0131752  7.637745   0.6296221  0.2101568 ]","[0.07424549 0.02994947 0.14164463 0.1033311  0.02734755 0.04251911
 0.25183604 0.04559125 0.05739009 0.06636945 0.06942694 0.04109977
 0.07797377 0.0395705  0.57743193 1.6596291  0.36866017 0.02529862]","{'amplitude': 8.646888831569703, 'preferred_orientation': 298.6436205342834, 'sigma': 8.21525772738714, 'offset': 0.2864662685899364}",0.6183574654534751,0.8829884743998383
94,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.406882   0.6938597  0.43152952 0.63517416 0.20344035 0.20029508
 0.6098583  1.9586544  0.7646011  0.9393344  0.9282589  0.81309474
 0.16854908 0.15223499 0.23745213 0.796281   2.2070198  2.1025655 ]","[0.06883502 0.19683339 0.19059698 0.28945796 0.05068203 0.04254038
 0.11655876 0.48667628 0.19249787 0.2883084  0.30876577 0.32942131
 0.04258396 0.01295105 0.07092751 0.25069576 0.48761678 0.57963372]","{'amplitude': 3.500380739135668, 'preferred_orientation': 325.87799829094274, 'sigma': 13.417676808777177, 'offset': 0.46847724111688976}",0.7364238755959596,0.6513196964068919
97,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[ 0.53138506  0.3060807   0.46275303  0.66863865  0.9497602  11.970838
  3.42516     0.4476114   0.7093891   0.6000751   0.60236585  0.41067398
  0.72372556  1.1843104  12.789152    4.1498203   0.5870737   0.52216876]","[0.06279888 0.07409533 0.07591787 0.09971523 0.18311288 1.08529585
 0.39970486 0.08321495 0.13493409 0.14983117 0.08124735 0.09892682
 0.1317274  0.2985959  0.54073471 0.61474002 0.06011716 0.07298203]","{'amplitude': 26.016999317510358, 'preferred_orientation': 284.13870743812555, 'sigma': 9.514072161204705, 'offset': 0.5459751709450442}",0.9967760792789414,0.9225591848600492
98,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[4.811786   1.2834316  0.8009336  1.5973793  2.8619146  1.3721716
 0.566479   2.943459   4.8097916  3.6372814  3.681938   1.3738452
 1.0415858  0.87790406 3.020359   0.7359011  5.3697386  9.576353  ]","[0.63061978 0.45082271 0.41505036 0.65946441 0.60293979 0.36757653
 0.20453737 1.11251251 0.99195617 0.91048151 1.0660559  0.57728796
 0.5583711  0.30715761 0.81595489 0.21302762 0.78629009 0.82784435]","{'amplitude': 10.804507271659924, 'preferred_orientation': 339.3780196369581, 'sigma': 14.247722002042357, 'offset': 1.8364304213205758}",0.6046551125404557,0.5952821454748524
103,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[5.861281   4.882127   0.89676654 0.66331583 0.46881953 0.2612885
 0.23388192 0.38498247 0.75772405 4.4264965  5.7656546  1.0539826
 0.4313779  0.08133504 0.14037389 0.34644574 0.5340651  1.272388  ]","[1.47493756 1.13535231 0.24827912 0.27930752 0.19591661 0.08539874
 0.07644027 0.10526849 0.22957612 0.93674127 1.17157137 0.48405824
 0.17872308 0.08356198 0.07415235 0.12809805 0.1362474  0.37710825]","{'amplitude': 12.857332950835382, 'preferred_orientation': 10.374155876124794, 'sigma': 13.077702572399138, 'offset': 0.43526031334635984}",0.9650539893413629,0.8807373183107665
109,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[3.0494947  0.5023473  0.22638828 0.34868896 0.7721807  0.31548294
 0.7165693  3.626495   5.5758433  2.5028818  0.5165752  0.51191556
 0.59273577 0.396101   0.64674354 0.911613   3.2305284  5.6408405 ]","[0.68819907 0.07983531 0.04901163 0.06841072 0.28941331 0.08139392
 0.10140158 1.03682368 0.88083036 0.27669025 0.06796153 0.07066343
 0.1482421  0.09910522 0.16644798 0.50004256 0.87876685 1.08542676]","{'amplitude': 10.058901210419577, 'preferred_orientation': 337.2979378997601, 'sigma': 15.434530586135653, 'offset': 0.6911569195039455}",0.8840645113766894,0.784409701526465
111,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.097256   0.22385144 0.26489896 1.9364657  5.3464212  1.0578201
 0.18761282 0.2295024  0.19751483 0.26590222 0.5964425  0.30118418
 1.0957847  5.025296   0.9749179  0.8225753  0.04211523 0.17715704]","[0.03733673 0.06231267 0.11872777 0.44715092 0.42045443 0.38091845
 0.06106265 0.06711359 0.04876445 0.06933023 0.430499   0.05834074
 0.22360911 0.37106545 0.27428151 0.5032241  0.02333819 0.10880211]","{'amplitude': 9.909079847510492, 'preferred_orientation': 78.42899234867977, 'sigma': 11.059448622684437, 'offset': 0.2805513819238898}",0.9783712318864082,0.8982706466629912
113,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[ 1.2873781   3.9045553  11.996037    5.7035966   0.8626243   0.40976965
  0.6207764   0.35424817  0.7173894   0.47560322  4.051089   11.86725
  6.406642    1.1592699   0.3718175   0.8924176   0.45868307  0.6782755 ]","[0.21823579 0.74963717 0.90576604 0.87497692 0.24523717 0.03244608
 0.19858897 0.11706014 0.20705084 0.14710737 0.74267737 0.47729633
 1.11878228 0.44345869 0.09068466 0.37668354 0.12134434 0.26286134]","{'amplitude': 22.984411233396163, 'preferred_orientation': 42.45763131465907, 'sigma': 14.39016844734255, 'offset': 0.5979378213605995}",0.9961030971988705,0.9057480986492258
118,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[ 1.9374404   0.6214534   0.79960674  2.8720193   5.0006013   4.0575085
 11.962564    7.064996    2.7681842   1.2935101   1.2758      1.0584054
  2.6147075   3.6275263   4.482831   12.25846     8.746657    2.9642982 ]","[0.5448887  0.40977627 0.28169561 0.85009983 0.89760287 1.25601444
 0.23248126 0.48790667 0.70731667 0.45018861 0.36761999 0.4674024
 0.87659468 0.64613909 0.95433691 0.14543748 0.93253063 0.5832052 ]","{'amplitude': 20.87139505920977, 'preferred_orientation': 304.57486413052436, 'sigma': 14.487529310281907, 'offset': 2.0842281663641002}",0.9131735324394328,0.7145704950393101
119,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.41041195 0.7544814  1.543931   0.6276221  0.5389945  7.4315667
 5.533453   0.23464864 0.11692627 0.2989517  0.90772945 0.97193706
 0.4304009  0.5833434  7.799556   6.168467   0.647043   0.2000497 ]","[0.13021015 0.20654105 0.4921992  0.17578961 0.0932882  0.31006615
 0.61167565 0.08265248 0.03634115 0.10846517 0.18627596 0.11022811
 0.16244314 0.10220384 0.22673255 0.62393019 0.21181959 0.05640001]","{'amplitude': 87.81794901542662, 'preferred_orientation': 289.633773762498, 'sigma': 5.032026838752335, 'offset': 0.5904619811223176}",0.9828316096578271,0.9738095670578756
122,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[ 0.82345116  1.217232    0.94533527  0.7555368  -0.15802768  0.49173886
 -0.1945484   0.04763123  1.2201073   1.1033571   0.60633373 -0.30315337
 -0.3270342  -0.20849761  0.91283673  0.9309752   1.2754308   0.6778409 ]","[0.26217078 0.11407876 0.15780951 0.10255439 0.58006126 0.63812006
 0.79695021 0.48271097 0.16571813 0.26734732 0.28380223 0.54640317
 0.7325993  0.63741254 0.3800297  0.28548442 0.12023629 0.2028233 ]","{'amplitude': 1.4124551588513607, 'preferred_orientation': 350.51630840267353, 'sigma': 17.38657269119277, 'offset': 0.41819618232099265}",0.14886339129523884,0.457809467903284
124,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[ 0.46055934  0.72692454  0.71077067  0.53373325  0.38296533 11.40196
  0.48935294  0.32298496  0.1615617   0.313432    0.52622867  0.3175261
  0.25565183  1.049179    4.5159187   0.3048089   0.22987834  0.23393843]","[0.17300756 0.21452693 0.31743268 0.27476957 0.17036334 0.82544991
 0.13255774 0.10109159 0.03473883 0.11176069 0.15434334 0.0681275
 0.0713204  0.49079849 0.78887386 0.06817673 0.05210619 0.0438438 ]","{'amplitude': 22.159698421401746, 'preferred_orientation': 95.06049010378158, 'sigma': 5.649069709345196, 'offset': 0.3990055012383951}",0.805346747075047,0.9328152555970095
126,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[5.487095   5.923235   4.8462973  0.68432075 0.6076716  0.42158163
 0.83689046 0.9615414  2.2012327  3.3514361  3.9615483  1.1731343
 0.6393701  0.33340356 0.23405385 0.90546745 1.4663341  4.323485  ]","[1.46050412 0.49139955 1.59402045 0.35661742 0.23929798 0.15690458
 0.19665117 0.3353606  0.61458935 0.60083009 0.93033807 0.33258847
 0.34214152 0.12009727 0.12216388 0.52635914 0.52743135 1.08234523]","{'amplitude': 8.507813821131998, 'preferred_orientation': 13.29221682573957, 'sigma': 19.717629201273564, 'offset': 1.0261401518250357}",0.6189101375463628,0.6744932484398746
132,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[2.8163977  6.279578   6.515506   1.9287779  0.34566036 0.57623255
 0.7811242  0.28316155 0.5141389  2.1500404  6.5075665  7.223221
 2.8017273  0.29186708 0.43129054 0.4966809  0.52793777 0.70312554]","[0.65087897 0.5041327  0.49152839 0.32858041 0.05293045 0.09438215
 0.18879611 0.07670437 0.11224213 0.44882208 0.38254671 0.56015804
 0.3715847  0.07489599 0.06605298 0.12029513 0.14087019 0.24766243]","{'amplitude': 14.345474635379233, 'preferred_orientation': 210.48587876165584, 'sigma': 18.407875957517778, 'offset': 0.45829927015865407}",0.9861005958264961,0.8866797255851191
134,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.22004116 0.6832776  0.3946331  0.51251364 0.30750757 3.8378665
 0.5548012  0.28885084 0.3577409  0.31407937 0.8605351  0.3338139
 0.24219897 0.5547563  2.4450474  0.42150775 0.30339015 0.31268352]","[0.03134844 0.20747956 0.09689702 0.13392707 0.05987382 1.17147747
 0.13878878 0.04068153 0.0868651  0.06445835 0.3302937  0.04941419
 0.05776741 0.1994917  0.43603886 0.05841336 0.04070198 0.02642286]","{'amplitude': 5.580437954786177, 'preferred_orientation': 101.3545458532306, 'sigma': -7.070030353059902, 'offset': 0.401980825893294}",0.903308301932522,0.7763157351471004
138,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.38982445 0.22316547 0.4224492  1.1753128  1.0924658  0.56286
 3.4319425  0.32271233 0.3638088  0.34380642 0.4159491  0.33161157
 0.24794912 0.58930683 0.40279096 3.3422966  1.0523564  0.32043302]","[0.0615492  0.02902813 0.13064083 0.82780945 0.56578962 0.13330986
 0.91609083 0.13484106 0.06175417 0.04340641 0.04805582 0.04353956
 0.05845973 0.18167018 0.05711337 0.78131162 0.37861551 0.06061614]","{'amplitude': 13.636889551898522, 'preferred_orientation': 126.58817533571644, 'sigma': 5.03381576434238, 'offset': 0.49155163735998497}",0.9150565689348772,0.8739861283510729
140,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[2.0054803  3.5824273  5.729047   0.8115667  0.71624255 0.63911057
 0.65236163 0.453838   0.62292653 1.874715   3.9177253  5.749855
 1.0950894  0.51033056 0.5500965  0.5527402  0.31587976 0.7048794 ]","[0.31776783 0.53953567 0.28805485 0.14215941 0.11000331 0.05181612
 0.12397322 0.10165818 0.09894237 0.20315904 0.33936659 0.21595388
 0.20654984 0.09457477 0.11953907 0.12202468 0.09374532 0.1091253 ]","{'amplitude': 11.47700048231744, 'preferred_orientation': 213.27575079168534, 'sigma': 12.189565703155942, 'offset': 0.7201512922188817}",0.9452745605164963,0.7993673012835399
147,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[2.1333945  4.3495197  8.370493   3.0775528  0.85880613 3.1400013
 2.4050791  2.1570306  1.1857225  1.4224017  2.9387097  8.324434
 3.1786518  1.7128258  1.5437999  0.78987956 0.38416126 0.56892323]","[0.80645575 1.02076135 0.7402063  0.67915912 0.22330319 1.22950567
 1.16430947 0.92659417 0.64556412 0.9619622  0.60698762 0.65219812
 1.08333771 0.85166516 0.61533556 0.40884829 0.10409651 0.19615596]","{'amplitude': 13.722471344071954, 'preferred_orientation': 38.89992841255844, 'sigma': 12.391952365035982, 'offset': 1.511587253363116}",0.9066498725340224,0.6941472022980606
153,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[ 1.6106285   2.90524     9.526688    8.990774    6.893653    0.38894093
  0.90325135  0.5552845   2.2063763   4.0072455   7.6468534  12.426811
 10.302414    8.404989    0.6787865   0.3901538   0.4171729   0.84064186]","[0.47002119 0.67290777 0.69468075 0.78068203 0.97909464 0.20036745
 0.26809048 0.33770255 0.9437583  0.68422977 0.55802862 0.19674261
 0.68299044 1.1207529  0.238932   0.26602427 0.37461463 0.26128239]","{'amplitude': 21.364553603313897, 'preferred_orientation': 230.39288287995853, 'sigma': 25.912734534309426, 'offset': 0.5557294259945603}",0.8745058416278515,0.9016216881960947
154,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.1783442  0.48224086 0.19805723 0.74913734 1.4113898  0.95047045
 2.2925656  1.5536495  3.1259716  1.6909965  0.3026303  0.2002852
 1.9168255  0.65089715 0.8681098  2.190184   2.6171227  1.8443291 ]","[0.58173567 0.12447287 0.13160194 0.29032273 0.72879985 0.30186233
 0.31102794 0.37240947 0.81165002 0.72000051 0.06669673 0.05351061
 0.87715937 0.2314707  0.46956364 0.36669478 0.6016431  0.40732316]","{'amplitude': 3.510208455596804, 'preferred_orientation': 144.95870339906637, 'sigma': 27.41533524001002, 'offset': 0.7343045069084921}",0.5899809978163428,0.5367902802425043
158,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.5293504  0.70340514 0.4700259  0.2881002  0.28636792 0.2441195
 1.3928638  0.93292016 1.6559815  1.3932071  0.37478524 0.3001923
 0.77883375 0.4549593  0.1927403  0.2872231  0.82027    0.44939226]","[0.13956844 0.25644421 0.08589844 0.02864707 0.11738772 0.05477084
 0.36386445 0.13987498 0.99908599 0.39365102 0.08515175 0.03410593
 0.31044142 0.08400615 0.05226246 0.06836325 0.18178189 0.09607666]","{'amplitude': 1.4591601406764987, 'preferred_orientation': 162.30088757337683, 'sigma': 25.148397521059554, 'offset': 0.43452248154262596}",0.3642363220860416,0.45418257486873803
160,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[ 0.31143838  0.93601716  0.48153353  5.577592   10.187325    1.679833
  1.427165    0.8585234   0.39862096  0.7634294   0.95312774  0.53537285
  2.9772518  10.130083    3.2067094   0.7417889   0.5141376   0.42742467]","[0.20922452 0.41649111 0.16905318 0.5906826  0.5123046  0.38644783
 0.51339675 0.38927048 0.11199215 0.47521335 0.44799698 0.2309633
 0.58971044 0.9350876  0.85310793 0.37965772 0.11791543 0.04422952]","{'amplitude': 19.422967202862125, 'preferred_orientation': 77.3379559407586, 'sigma': 12.273822324125849, 'offset': 0.6780806179474517}",0.9660300830583233,0.8774661406374218
169,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[5.0009503  2.5852063  0.55903184 0.4041117  0.33788612 0.49943346
 0.37542176 1.4983668  3.7172673  2.6657841  1.6913688  0.3582521
 0.48676774 0.3881082  0.25679475 0.6527562  3.1054592  5.9105625 ]","[0.55305251 0.20818708 0.15064077 0.15844197 0.12427603 0.09960703
 0.07456215 0.35377555 0.41418623 0.30049635 0.36881169 0.04425209
 0.10233075 0.16030599 0.07535304 0.15461577 0.38083783 0.44302812]","{'amplitude': 7.625176160352911, 'preferred_orientation': 341.7376162296136, 'sigma': 14.36541495553321, 'offset': 1.0318988027915355}",0.5055419701513627,0.6487981329359113
170,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.278822   0.9836081  0.40517434 0.5679643  1.1860493  0.67704254
 3.8441317  6.621688   3.719192   0.76857007 0.24537355 1.0226964
 0.58809245 1.2002378  1.1287096  3.675599   7.7075224  4.493778  ]","[0.32773741 0.42906314 0.07891434 0.23294618 0.37758645 0.38798412
 0.9458439  0.88336035 0.42407927 0.2648937  0.05070079 0.35495372
 0.11894295 0.5084756  0.48323768 0.66876213 0.9043172  1.08040572]","{'amplitude': 12.91211773436734, 'preferred_orientation': 320.73973103646296, 'sigma': 16.448998318509503, 'offset': 0.7710429733961567}",0.9715734866733069,0.8071940848509928
171,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.4764878  0.2979794  0.31465423 0.466282   2.2380064  6.3395176
 0.49143875 0.33298728 0.26770812 0.28577584 0.4933884  0.20293754
 0.2883913  1.0602493  7.819606   0.52404064 0.25818688 0.50903183]","[0.14722407 0.09363877 0.04297886 0.24587015 0.53362378 1.38659819
 0.09748026 0.07273875 0.04843891 0.0574398  0.11205898 0.02987238
 0.04000733 0.18810048 2.00887036 0.17911679 0.05142121 0.16367594]","{'amplitude': 14.914346883442052, 'preferred_orientation': 276.09915991129225, 'sigma': 8.613109763144378, 'offset': 0.3492518510565349}",0.9763837501545201,0.9143536839683316
173,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.2860651  0.4594575  0.5946801  0.34328943 0.4488898  5.538284
 1.7832427  0.16648638 0.25598717 0.45172566 1.0087297  0.73347497
 0.33578146 0.45222312 6.2500963  1.594471   0.27728933 0.3729934 ]","[0.10675112 0.12709803 0.19095289 0.0322771  0.1834815  0.63347995
 0.27718379 0.04224805 0.06431697 0.10127414 0.22199299 0.14314147
 0.07897441 0.13575992 0.16741129 0.3607476  0.0574484  0.06957497]","{'amplitude': 16.481278022829652, 'preferred_orientation': 286.37300602570195, 'sigma': 7.013374596092182, 'offset': 0.4409260055284629}",0.983380276197614,0.9033321042591735
174,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.23705015 0.17020747 0.26039946 0.28334647 3.5299823  6.6933956
 0.45336232 0.19471726 0.10768177 0.21294379 0.31926578 0.23935805
 0.28166538 2.9719787  4.882206   0.28887168 0.17762287 0.20786792]","[0.07712138 0.04946993 0.13642271 0.03671424 0.52382721 1.21435987
 0.07772152 0.05195883 0.03400122 0.02466564 0.07021592 0.04411671
 0.03275678 0.6684561  0.88927937 0.03236479 0.03531306 0.04981237]","{'amplitude': 14.465732879566975, 'preferred_orientation': 92.91505713162503, 'sigma': 9.795964274950268, 'offset': 0.21898193434729576}",0.9717258616014295,0.942905285206148
175,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.4889454  0.8188305  0.8716608  0.42775053 1.2750218  8.903728
 8.119417   0.82011974 1.0764406  1.046782   0.95586985 0.6367755
 0.41148233 2.319654   6.469865   6.9654093  0.8048844  0.80932593]","[0.17621466 0.29360641 0.22322981 0.14226132 0.32181481 0.5068926
 0.6813905  0.16691734 0.48572397 0.42011932 0.26608953 0.2684895
 0.18813447 0.4386561  0.9284536  0.76306718 0.19535656 0.35159485]","{'amplitude': 18.65662075920175, 'preferred_orientation': 109.55531375845317, 'sigma': 12.794233419858136, 'offset': 0.7402276970677664}",0.9618573611261041,0.8630319662992514
178,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.5118209  0.4414021  0.8129466  3.6909947  8.020027   0.9904366
 1.0389466  0.73549217 0.27839962 0.79428154 0.284545   0.6672436
 3.2409725  7.816695   0.75132686 0.3998372  0.25060582 0.39327806]","[0.24056319 0.09373007 0.25225456 0.70446691 0.47236818 0.31037999
 0.61735886 0.40244787 0.11393715 0.34319123 0.05160213 0.18589268
 0.39820616 0.39179887 0.12749669 0.25719168 0.09189428 0.18893157]","{'amplitude': 17.05281425418, 'preferred_orientation': 74.61183171089125, 'sigma': 9.988789846768944, 'offset': 0.5449137424141011}",0.9916795334673073,0.8866679600893381
179,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[ 9.392157    9.92637     9.128185    3.2933059   0.6131086   0.1760292
  0.7859649   1.7974026   3.0795636   7.6784334   8.648811   11.552413
  2.5711987   0.46328273  0.29057938  0.8934755   3.9487524   6.7432294 ]","[1.9397094  1.17116432 1.97996217 1.13505551 0.39964902 0.06334936
 0.21309982 0.87402474 0.6346687  1.10365299 1.15732574 2.9627579
 1.09721818 0.23757527 0.18317231 0.42115626 1.53415304 2.04275525]","{'amplitude': 18.637848105231676, 'preferred_orientation': 202.01474808312824, 'sigma': 23.21352443956192, 'offset': 1.6027878276726233}",0.7622034763336273,0.7433493774173586
181,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.44393945 0.48044762 1.0428426  1.8664607  5.273678   5.581181
 1.0058622  0.6106908  0.4353457  0.0951095  0.4949102  1.2397974
 0.5280799  3.5980015  3.4244967  0.7763313  0.21691501 0.5135304 ]","[0.12503941 0.11107757 0.23708909 0.54783076 1.11735173 1.11737845
 0.31267495 0.28701979 0.26066186 0.04050377 0.22207179 0.38144849
 0.07068378 0.65299495 0.97345413 0.14587104 0.05546231 0.22272985]","{'amplitude': 10.114302804863286, 'preferred_orientation': 89.86846375938285, 'sigma': 14.006629307363193, 'offset': 0.5485818496031184}",0.8856765338612839,0.821724480947449
186,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.15574624 0.12460807 0.35419142 0.26536047 0.31933224 2.641042
 6.6214395  0.39804885 0.1085498  0.21869951 0.23375672 0.2780699
 0.15170947 0.2749114  0.63641965 5.6508317  0.3667796  0.26261288]","[0.0407823  0.03064786 0.07425947 0.03970265 0.07810415 1.19469111
 1.38743598 0.11699432 0.01959355 0.04238803 0.04567677 0.03639833
 0.03044367 0.04632766 0.10417842 1.32200848 0.06342595 0.03509393]","{'amplitude': 13.324861382169995, 'preferred_orientation': 115.6458130387642, 'sigma': 8.879169925776475, 'offset': 0.22842127334184686}",0.9601631564324092,0.9358301709421569
187,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.39729878 0.2283911  0.7509837  0.313147   2.3748908  1.0451176
 0.3510297  0.2109789  0.63465935 0.28976023 0.2754929  0.39166605
 0.19094902 1.1392868  1.7095737  0.69523805 0.3198492  0.40580702]","[0.16113711 0.03687619 0.35943755 0.0289344  0.73876893 0.1984379
 0.11858762 0.02699968 0.22252961 0.09030766 0.07959005 0.1442913
 0.02699036 0.21336631 0.37346293 0.30843433 0.05609084 0.07545161]","{'amplitude': 14.261132814998145, 'preferred_orientation': 89.550778037867, 'sigma': 5.255189664715169, 'offset': 0.38966067996708065}",0.7608826708457076,0.9014750420173089
190,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.71443236 0.61700416 0.42427176 0.7329361  0.40372798 2.0162034
 6.7637863  2.4817922  0.88442516 0.37920827 0.97197443 0.6869326
 0.7478467  0.3684926  2.3667815  6.712133   3.3108277  0.812482  ]","[0.13076354 0.10330862 0.10608632 0.2563149  0.15438829 0.48608618
 0.66495129 0.36797604 0.17273393 0.08748342 0.1861487  0.17652777
 0.33573606 0.08239002 0.68229295 0.48158966 0.49046625 0.10838783]","{'amplitude': 12.319067500580147, 'preferred_orientation': 121.63193028380246, 'sigma': 13.030408372726752, 'offset': 0.6260537012821692}",0.9873578458404014,0.8310620579534206
191,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.9797931  1.9994706  6.1096196  4.77297    0.652009   1.2355496
 1.108641   1.1278305  0.54034305 0.5631944  1.4418008  5.9130025
 4.620931   1.2681766  0.5375853  0.5510942  0.6722563  0.6248177 ]","[0.273077   0.35632893 0.12485143 0.29662124 0.14346014 0.47283993
 0.3043575  0.42239032 0.14348087 0.11435656 0.40656873 0.22513308
 0.36115407 0.42065674 0.15876501 0.12852148 0.16488217 0.1168749 ]","{'amplitude': 12.017308479162741, 'preferred_orientation': 47.072519444442555, 'sigma': 13.8245293822337, 'offset': 0.7721884659958252}",0.9818218099065043,0.795528853194888
